Title,ReleaseYear,Certificate,Runtime,Genres,Description,IMDBRating,Metascore,Votes,GrossRevenue,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Sweet Home Alabama,2002,PG-13,108,"Comedy, Romance",A young woman who has reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband after seven years of separation.,6.2,45,110758,127.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bumblebee,2018,PG-13,114,"Action, Adventure, Sci-Fi","On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken.",6.7,66,157849,127.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dumb and Dumber,1994,PG-13,107,Comedy,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",7.3,41,374860,127.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Fast 2 Furious,2003,PG-13,107,"Action, Crime, Thriller",Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.,5.9,38,268331,127.15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
My Best Friend's Wedding,1997,PG-13,105,"Comedy, Drama, Romance","When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",6.3,50,139421,127.12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Super 8,2011,PG-13,112,"Action, Mystery, Sci-Fi","During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",7.0,72,349824,127.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
The World Is Not Enough,1999,PG-13,128,"Action, Adventure, Thriller","James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",6.4,57,197958,126.94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Smokey and the Bandit,1977,PG,96,"Action, Adventure, Comedy","The Bandit is hired on to run a tractor-trailer full of beer over state lines, in hot pursuit by a pesky sheriff.",7.0,50,49493,126.74,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy,2014,R,89,"Action, Sci-Fi, Thriller","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",6.4,61,480466,126.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Legend of Tarzan,2016,PG-13,110,"Action, Adventure, Drama","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",6.2,44,173392,126.64,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bee Movie,2007,PG,91,"Animation, Adventure, Comedy","Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them.",6.1,54,156590,126.63,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleepless in Seattle,1993,PG,105,"Comedy, Drama, Romance",A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,6.8,72,172207,126.53,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Prometheus,2012,R,124,"Adventure, Mystery, Sci-Fi","Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",7.0,64,595567,126.48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Safe House,2012,R,115,"Action, Thriller","A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.",6.7,52,219597,126.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mr. Deeds,2002,PG-13,96,"Comedy, Romance","A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",5.8,24,142487,126.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Truman Show,1998,PG,103,"Comedy, Drama",An insurance salesman discovers his whole life is actually a reality TV show.,8.2,90,1025685,125.62,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Erin Brockovich,2000,R,131,"Biography, Drama",An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,7.4,73,192207,125.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocean's Twelve,2004,PG-13,125,"Crime, Thriller",Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven (2001).,6.5,58,380943,125.54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tomorrow Never Dies,1997,PG-13,119,"Action, Adventure, Thriller",James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,6.5,52,191434,125.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Terminator Salvation,2009,PG-13,115,"Action, Sci-Fi","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",6.5,49,356255,125.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Charlie's Angels,2000,PG-13,98,"Action, Adventure, Comedy","Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",5.6,52,184916,125.31,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lone Survivor,2013,R,121,"Action, Biography, Drama","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",7.5,60,281226,125.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sully,2016,PG-13,96,"Biography, Drama","When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.",7.4,74,262431,125.07,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky III,1982,PG,99,"Drama, Sport","Rocky faces the ultimate challenge from a powerful new contender, and must turn to a former rival to help regain his throne as the undisputed fighting champion.",6.8,57,186039,125.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Vow,2012,PG-13,104,"Drama, Romance","A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",6.8,43,191763,125.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Life of Pi,2012,PG,127,"Adventure, Drama, Fantasy","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",7.9,79,613479,124.99,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Fault in Our Stars,2014,PG-13,126,"Drama, Romance",Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,7.7,69,366726,124.87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cloudy with a Chance of Meatballs,2009,PG,90,"Animation, Adventure, Comedy","A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",7.0,66,224057,124.87,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Devil Wears Prada,2006,PG-13,109,"Comedy, Drama","A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",6.9,62,403254,124.74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Something's Gotta Give,2003,PG-13,128,"Comedy, Drama, Romance",A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,6.7,66,119554,124.73,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Traffic,2000,R,147,"Crime, Drama, Thriller","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",7.6,86,204905,124.12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Birdcage,1996,R,117,Comedy,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,7.2,72,87382,124.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Slickers,1991,PG-13,113,"Comedy, Western","On the verge of turning 40, an unhappy Manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest.",6.8,70,55330,124.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Good Morning, Vietnam",1987,R,121,"Biography, Comedy, Drama","In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.",7.3,67,136972,123.92,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rango,2011,PG,107,"Animation, Action, Adventure","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",7.2,75,255677,123.48,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutty Professor II: The Klumps,2000,PG-13,106,"Comedy, Romance, Sci-Fi","Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love.",4.4,38,50570,123.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Good Dinosaur,2015,PG,93,"Animation, Adventure, Comedy","In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",6.7,66,111915,123.09,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.I. Joe: Retaliation,2013,PG-13,110,"Action, Adventure, Sci-Fi",The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,5.8,41,180062,122.52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Clear and Present Danger,1994,PG-13,141,"Action, Crime, Drama",CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,6.9,74,97445,122.19,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunt for Red October,1990,PG,135,"Action, Adventure, Thriller","In November 1984, the Soviet Union's best submarine captain, in a new undetectable sub, violates orders and heads for the U.S. The American CIA and military must quickly determine: Is he trying to defect, or to start a war?",7.6,58,193906,122.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Bodyguard,1992,R,129,"Action, Drama, Music","A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.",6.3,39,130779,121.95,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Wayne's World,1992,PG-13,94,"Comedy, Music",Two slacker friends try to promote their public-access cable show.,7.0,57,153879,121.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Bourne Identity,2002,PG-13,119,"Action, Mystery, Thriller","A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",7.9,68,535680,121.66,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Free Guy,2021,PG-13,115,"Action, Adventure, Comedy","A bank teller discovers that he's actually an NPC inside a brutal, open world video game.",7.2,62,313010,121.63,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superbad,2007,R,113,Comedy,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,7.6,76,558656,121.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed,1994,R,116,"Action, Adventure, Thriller",A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,7.3,78,353306,121.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50 First Dates,2004,PG-13,99,"Comedy, Drama, Romance",Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,6.8,48,346594,120.91,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Mamma Mia! Here We Go Again,2018,PG-13,114,"Comedy, Musical, Romance","Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.",6.6,60,91157,120.63,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mulan,1998,G,88,"Animation, Adventure, Comedy","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",7.6,71,277495,120.62,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inglourious Basterds,2009,R,153,"Adventure, Drama, War","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",8.3,69,1381951,120.54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Seabiscuit,2003,PG-13,140,"Drama, History, Sport",True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,7.3,72,71938,120.28,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Van Helsing,2004,PG-13,131,"Action, Adventure, Fantasy","The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",6.0,35,260037,120.18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Four Christmases,2008,PG-13,88,"Comedy, Drama, Romance",A couple struggles to visit all four of their divorced parents on Christmas.,5.7,41,71508,120.15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
I Now Pronounce You Chuck & Larry,2007,PG-13,115,"Comedy, Romance","Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.",5.9,37,146059,120.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Mask,1994,PG-13,101,"Action, Comedy, Crime",Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,6.9,56,373497,119.94,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloudy with a Chance of Meatballs 2,2013,PG,95,"Animation, Adventure, Comedy","Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.",6.4,59,99681,119.79,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hook,1991,PG,142,"Adventure, Comedy, Family","When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.",6.8,52,248855,119.65,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Walk the Line,2005,PG-13,136,"Biography, Drama, Music","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",7.8,72,246206,119.52,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Blazing Saddles,1974,R,93,"Comedy, Western","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",7.7,73,135558,119.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
G-Force,2009,PG,88,"Animation, Action, Adventure",A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.,5.1,41,45800,119.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Recall,1990,R,113,"Action, Adventure, Sci-Fi","When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?",7.5,57,322192,119.39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
On Golden Pond,1981,PG,109,Drama,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",7.6,68,30794,119.29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Other Guys,2010,PG-13,107,"Action, Comedy, Crime","Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned.",6.6,64,260912,119.22,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sum of All Fears,2002,PG-13,124,"Action, Drama, Thriller","CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland.",6.4,45,113866,118.91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
